0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
4714 silly ADD node_modules/babel-plugin-polyfill-corejs3
4715 silly ADD node_modules/babel-plugin-polyfill-corejs2
4716 silly ADD node_modules/babel-plugin-polyfill-corejs2/node_modules/semver
4717 silly ADD node_modules/babel-plugin-jest-hoist
4718 silly ADD node_modules/babel-plugin-istanbul
4719 silly ADD node_modules/babel-jest
4720 silly ADD node_modules/await-lock
4721 silly ADD node_modules/asynckit
4722 silly ADD node_modules/async-limiter
4723 silly ADD node_modules/asap
4724 silly ADD node_modules/argparse
4725 silly ADD node_modules/arg
4726 silly ADD node_modules/anymatch
4727 silly ADD node_modules/anymatch/node_modules/picomatch
4728 silly ADD node_modules/any-promise
4729 silly ADD node_modules/ansi-styles
4730 silly ADD node_modules/ansi-regex
4731 silly ADD node_modules/ansi-escapes
4732 silly ADD node_modules/anser
4733 silly ADD node_modules/agent-base
4734 silly ADD node_modules/acorn-walk
4735 silly ADD node_modules/acorn-globals
4736 silly ADD node_modules/acorn
4737 silly ADD node_modules/accepts
4738 silly ADD node_modules/abort-controller
4739 silly ADD node_modules/abab
4740 silly ADD node_modules/@xmldom/xmldom
4741 silly ADD node_modules/@urql/exchange-retry
4742 silly ADD node_modules/@urql/core
4743 silly ADD node_modules/@unrs/resolver-binding-darwin-arm64
4744 silly ADD node_modules/@ungap/structured-clone
4745 silly ADD node_modules/@types/yargs-parser
4746 silly ADD node_modules/@types/yargs
4747 silly ADD node_modules/@types/tough-cookie
4748 silly ADD node_modules/@types/stack-utils
4749 silly ADD node_modules/@types/react
4750 silly ADD node_modules/@types/node
4751 silly ADD node_modules/@types/jsdom
4752 silly ADD node_modules/@types/jest
4753 silly ADD node_modules/@types/istanbul-reports
4754 silly ADD node_modules/@types/istanbul-lib-report
4755 silly ADD node_modules/@types/istanbul-lib-coverage
4756 silly ADD node_modules/@types/graceful-fs
4757 silly ADD node_modules/@types/babel__traverse
4758 silly ADD node_modules/@types/babel__template
4759 silly ADD node_modules/@types/babel__generator
4760 silly ADD node_modules/@types/babel__core
4761 silly ADD node_modules/@tootallnate/once
4762 silly ADD node_modules/@testing-library/react-native
4763 silly ADD node_modules/@sinonjs/fake-timers
4764 silly ADD node_modules/@sinonjs/commons
4765 silly ADD node_modules/@sinclair/typebox
4766 silly ADD node_modules/@react-native/virtualized-lists
4767 silly ADD node_modules/@react-native/normalize-colors
4768 silly ADD node_modules/@react-native/js-polyfills
4769 silly ADD node_modules/@react-native/gradle-plugin
4770 silly ADD node_modules/@react-native/dev-middleware
4771 silly ADD node_modules/@react-native/dev-middleware/node_modules/ws
4772 silly ADD node_modules/@react-native/debugger-frontend
4773 silly ADD node_modules/@react-native/community-cli-plugin
4774 silly ADD node_modules/@react-native/codegen
4775 silly ADD node_modules/@react-native/codegen/node_modules/minimatch
4776 silly ADD node_modules/@react-native/codegen/node_modules/glob
4777 silly ADD node_modules/@react-native/codegen/node_modules/brace-expansion
4778 silly ADD node_modules/@react-native/babel-preset
4779 silly ADD node_modules/@react-native/babel-plugin-codegen
4780 silly ADD node_modules/@react-native/assets-registry
4781 silly ADD node_modules/@react-native-community/netinfo
4782 silly ADD node_modules/@pkgr/core
4783 silly ADD node_modules/@pkgjs/parseargs
4784 silly ADD node_modules/@jridgewell/trace-mapping
4785 silly ADD node_modules/@jridgewell/sourcemap-codec
4786 silly ADD node_modules/@jridgewell/source-map
4787 silly ADD node_modules/@jridgewell/resolve-uri
4788 silly ADD node_modules/@jridgewell/remapping
4789 silly ADD node_modules/@jridgewell/gen-mapping
4790 silly ADD node_modules/@jest/types
4791 silly ADD node_modules/@jest/transform
4792 silly ADD node_modules/@jest/test-sequencer
4793 silly ADD node_modules/@jest/test-result
4794 silly ADD node_modules/@jest/source-map
4795 silly ADD node_modules/@jest/snapshot-utils
4796 silly ADD node_modules/@jest/schemas
4797 silly ADD node_modules/@jest/reporters
4798 silly ADD node_modules/@jest/reporters/node_modules/supports-color
4799 silly ADD node_modules/@jest/reporters/node_modules/path-scurry
4800 silly ADD node_modules/@jest/reporters/node_modules/lru-cache
4801 silly ADD node_modules/@jest/reporters/node_modules/jest-worker
4802 silly ADD node_modules/@jest/reporters/node_modules/glob
4803 silly ADD node_modules/@jest/pattern
4804 silly ADD node_modules/@jest/globals
4805 silly ADD node_modules/@jest/globals/node_modules/write-file-atomic
4806 silly ADD node_modules/@jest/globals/node_modules/supports-color
4807 silly ADD node_modules/@jest/globals/node_modules/pretty-format
4808 silly ADD node_modules/@jest/globals/node_modules/picomatch
4809 silly ADD node_modules/@jest/globals/node_modules/jest-worker
4810 silly ADD node_modules/@jest/globals/node_modules/jest-util
4811 silly ADD node_modules/@jest/globals/node_modules/jest-snapshot
4812 silly ADD node_modules/@jest/globals/node_modules/jest-regex-util
4813 silly ADD node_modules/@jest/globals/node_modules/jest-mock
4814 silly ADD node_modules/@jest/globals/node_modules/jest-message-util
4815 silly ADD node_modules/@jest/globals/node_modules/jest-matcher-utils
4816 silly ADD node_modules/@jest/globals/node_modules/jest-haste-map
4817 silly ADD node_modules/@jest/globals/node_modules/jest-diff
4818 silly ADD node_modules/@jest/globals/node_modules/istanbul-lib-instrument
4819 silly ADD node_modules/@jest/globals/node_modules/istanbul-lib-instrument/node_modules/semver
4820 silly ADD node_modules/@jest/globals/node_modules/expect
4821 silly ADD node_modules/@jest/globals/node_modules/babel-plugin-istanbul
4822 silly ADD node_modules/@jest/globals/node_modules/ansi-styles
4823 silly ADD node_modules/@jest/globals/node_modules/@sinonjs/fake-timers
4824 silly ADD node_modules/@jest/globals/node_modules/@sinclair/typebox
4825 silly ADD node_modules/@jest/globals/node_modules/@jest/types
4826 silly ADD node_modules/@jest/globals/node_modules/@jest/transform
4827 silly ADD node_modules/@jest/globals/node_modules/@jest/schemas
4828 silly ADD node_modules/@jest/globals/node_modules/@jest/fake-timers
4829 silly ADD node_modules/@jest/globals/node_modules/@jest/expect-utils
4830 silly ADD node_modules/@jest/globals/node_modules/@jest/expect
4831 silly ADD node_modules/@jest/globals/node_modules/@jest/environment
4832 silly ADD node_modules/@jest/get-type
4833 silly ADD node_modules/@jest/fake-timers
4834 silly ADD node_modules/@jest/expect-utils
4835 silly ADD node_modules/@jest/expect
4836 silly ADD node_modules/@jest/environment
4837 silly ADD node_modules/@jest/diff-sequences
4838 silly ADD node_modules/@jest/create-cache-key-function
4839 silly ADD node_modules/@jest/create-cache-key-function/node_modules/@sinclair/typebox
4840 silly ADD node_modules/@jest/create-cache-key-function/node_modules/@jest/types
4841 silly ADD node_modules/@jest/create-cache-key-function/node_modules/@jest/schemas
4842 silly ADD node_modules/@jest/core
4843 silly ADD node_modules/@jest/core/node_modules/ci-info
4844 silly ADD node_modules/@jest/console
4845 silly ADD node_modules/@istanbuljs/schema
4846 silly ADD node_modules/@istanbuljs/load-nyc-config
4847 silly ADD node_modules/@istanbuljs/load-nyc-config/node_modules/p-locate
4848 silly ADD node_modules/@istanbuljs/load-nyc-config/node_modules/p-limit
4849 silly ADD node_modules/@istanbuljs/load-nyc-config/node_modules/locate-path
4850 silly ADD node_modules/@istanbuljs/load-nyc-config/node_modules/js-yaml
4851 silly ADD node_modules/@istanbuljs/load-nyc-config/node_modules/find-up
4852 silly ADD node_modules/@istanbuljs/load-nyc-config/node_modules/argparse
4853 silly ADD node_modules/@isaacs/ttlcache
4854 silly ADD node_modules/@isaacs/fs-minipass
4855 silly ADD node_modules/@isaacs/cliui
4856 silly ADD node_modules/@isaacs/cliui/node_modules/wrap-ansi
4857 silly ADD node_modules/@isaacs/cliui/node_modules/string-width
4858 silly ADD node_modules/@isaacs/cliui/node_modules/emoji-regex
4859 silly ADD node_modules/@isaacs/cliui/node_modules/ansi-styles
4860 silly ADD node_modules/@expo/xcpretty
4861 silly ADD node_modules/@expo/ws-tunnel
4862 silly ADD node_modules/@expo/vector-icons
4863 silly ADD node_modules/@expo/sudo-prompt
4864 silly ADD node_modules/@expo/spawn-async
4865 silly ADD node_modules/@expo/sdk-runtime-versions
4866 silly ADD node_modules/@expo/schema-utils
4867 silly ADD node_modules/@expo/prebuild-config
4868 silly ADD node_modules/@expo/prebuild-config/node_modules/semver
4869 silly ADD node_modules/@expo/plist
4870 silly ADD node_modules/@expo/package-manager
4871 silly ADD node_modules/@expo/osascript
4872 silly ADD node_modules/@expo/metro-config
4873 silly ADD node_modules/@expo/metro-config/node_modules/postcss
4874 silly ADD node_modules/@expo/metro-config/node_modules/getenv
4875 silly ADD node_modules/@expo/metro
4876 silly ADD node_modules/@expo/json-file
4877 silly ADD node_modules/@expo/json-file/node_modules/@babel/code-frame
4878 silly ADD node_modules/@expo/image-utils
4879 silly ADD node_modules/@expo/image-utils/node_modules/semver
4880 silly ADD node_modules/@expo/image-utils/node_modules/getenv
4881 silly ADD node_modules/@expo/fingerprint
4882 silly ADD node_modules/@expo/fingerprint/node_modules/semver
4883 silly ADD node_modules/@expo/fingerprint/node_modules/getenv
4884 silly ADD node_modules/@expo/env
4885 silly ADD node_modules/@expo/env/node_modules/getenv
4886 silly ADD node_modules/@expo/devtools
4887 silly ADD node_modules/@expo/devcert
4888 silly ADD node_modules/@expo/devcert/node_modules/debug
4889 silly ADD node_modules/@expo/config-types
4890 silly ADD node_modules/@expo/config-plugins
4891 silly ADD node_modules/@expo/config-plugins/node_modules/getenv
4892 silly ADD node_modules/@expo/config
4893 silly ADD node_modules/@expo/config/node_modules/semver
4894 silly ADD node_modules/@expo/config/node_modules/getenv
4895 silly ADD node_modules/@expo/config/node_modules/@babel/code-frame
4896 silly ADD node_modules/@expo/code-signing-certificates
4897 silly ADD node_modules/@expo/cli
4898 silly ADD node_modules/@expo/cli/node_modules/semver
4899 silly ADD node_modules/@expo/cli/node_modules/pretty-format
4900 silly ADD node_modules/@expo/cli/node_modules/getenv
4901 silly ADD node_modules/@expo/cli/node_modules/ansi-styles
4902 silly ADD node_modules/@expo/cli/node_modules/@sinclair/typebox
4903 silly ADD node_modules/@expo/cli/node_modules/@jest/schemas
4904 silly ADD node_modules/@bcoe/v8-coverage
4905 silly ADD node_modules/@babel/types
4906 silly ADD node_modules/@babel/traverse--for-generate-function-map
4907 silly ADD node_modules/@babel/traverse
4908 silly ADD node_modules/@babel/template
4909 silly ADD node_modules/@babel/runtime
4910 silly ADD node_modules/@babel/preset-typescript
4911 silly ADD node_modules/@babel/preset-react
4912 silly ADD node_modules/@babel/plugin-transform-unicode-regex
4913 silly ADD node_modules/@babel/plugin-transform-typescript
4914 silly ADD node_modules/@babel/plugin-transform-sticky-regex
4915 silly ADD node_modules/@babel/plugin-transform-spread
4916 silly ADD node_modules/@babel/plugin-transform-shorthand-properties
4917 silly ADD node_modules/@babel/plugin-transform-runtime
4918 silly ADD node_modules/@babel/plugin-transform-runtime/node_modules/semver
4919 silly ADD node_modules/@babel/plugin-transform-regenerator
4920 silly ADD node_modules/@babel/plugin-transform-react-pure-annotations
4921 silly ADD node_modules/@babel/plugin-transform-react-jsx-source
4922 silly ADD node_modules/@babel/plugin-transform-react-jsx-self
4923 silly ADD node_modules/@babel/plugin-transform-react-jsx-development
4924 silly ADD node_modules/@babel/plugin-transform-react-jsx
4925 silly ADD node_modules/@babel/plugin-transform-react-display-name
4926 silly ADD node_modules/@babel/plugin-transform-private-property-in-object
4927 silly ADD node_modules/@babel/plugin-transform-private-methods
4928 silly ADD node_modules/@babel/plugin-transform-parameters
4929 silly ADD node_modules/@babel/plugin-transform-optional-chaining
4930 silly ADD node_modules/@babel/plugin-transform-optional-catch-binding
4931 silly ADD node_modules/@babel/plugin-transform-object-rest-spread
4932 silly ADD node_modules/@babel/plugin-transform-numeric-separator
4933 silly ADD node_modules/@babel/plugin-transform-nullish-coalescing-operator
4934 silly ADD node_modules/@babel/plugin-transform-named-capturing-groups-regex
4935 silly ADD node_modules/@babel/plugin-transform-modules-commonjs
4936 silly ADD node_modules/@babel/plugin-transform-logical-assignment-operators
4937 silly ADD node_modules/@babel/plugin-transform-literals
4938 silly ADD node_modules/@babel/plugin-transform-function-name
4939 silly ADD node_modules/@babel/plugin-transform-for-of
4940 silly ADD node_modules/@babel/plugin-transform-flow-strip-types
4941 silly ADD node_modules/@babel/plugin-transform-export-namespace-from
4942 silly ADD node_modules/@babel/plugin-transform-destructuring
4943 silly ADD node_modules/@babel/plugin-transform-computed-properties
4944 silly ADD node_modules/@babel/plugin-transform-classes
4945 silly ADD node_modules/@babel/plugin-transform-class-static-block
4946 silly ADD node_modules/@babel/plugin-transform-class-properties
4947 silly ADD node_modules/@babel/plugin-transform-block-scoping
4948 silly ADD node_modules/@babel/plugin-transform-async-to-generator
4949 silly ADD node_modules/@babel/plugin-transform-async-generator-functions
4950 silly ADD node_modules/@babel/plugin-transform-arrow-functions
4951 silly ADD node_modules/@babel/plugin-syntax-typescript
4952 silly ADD node_modules/@babel/plugin-syntax-top-level-await
4953 silly ADD node_modules/@babel/plugin-syntax-private-property-in-object
4954 silly ADD node_modules/@babel/plugin-syntax-optional-chaining
4955 silly ADD node_modules/@babel/plugin-syntax-optional-catch-binding
4956 silly ADD node_modules/@babel/plugin-syntax-object-rest-spread
4957 silly ADD node_modules/@babel/plugin-syntax-numeric-separator
4958 silly ADD node_modules/@babel/plugin-syntax-nullish-coalescing-operator
4959 silly ADD node_modules/@babel/plugin-syntax-logical-assignment-operators
4960 silly ADD node_modules/@babel/plugin-syntax-jsx
4961 silly ADD node_modules/@babel/plugin-syntax-json-strings
4962 silly ADD node_modules/@babel/plugin-syntax-import-meta
4963 silly ADD node_modules/@babel/plugin-syntax-import-attributes
4964 silly ADD node_modules/@babel/plugin-syntax-flow
4965 silly ADD node_modules/@babel/plugin-syntax-export-default-from
4966 silly ADD node_modules/@babel/plugin-syntax-dynamic-import
4967 silly ADD node_modules/@babel/plugin-syntax-decorators
4968 silly ADD node_modules/@babel/plugin-syntax-class-static-block
4969 silly ADD node_modules/@babel/plugin-syntax-class-properties
